"OrganizationName","Representatives","ConnectedOrganizations"
"""GRYFIŃSKI KLUB KARATE""","Ryszard Puchacz","'PRZEDSIĘBIORSTWO BUDOWNICTWA DROGOWEGO I PRZEMYSŁOWEGO A.R. ""CONSTRUCTION""', 'AL CORSO'"
"""GRYFIŃSKI KLUB KARATE""","Tomasz Goraj",""
"""GRYFIŃSKI KLUB KARATE""","Marzena Marciniak",""
"""GRYFIŃSKI KLUB KARATE""","Grzegorz Handke","'POLSKI ZWIĄZEK CHÓRÓW I ORKIESTR ODDZIAŁ W SZCZECINIE', 'STOWARZYSZENIE WOKALNE ""RES MUSICA""'"
"""TOWARZYSTWO POMOCY WZAJEMNEJ""","Mieczysław Kwiatkowski","'CECH RZEMIOSŁ TECHNOLOG ROBÓT WYKOŃCZENIOWYCH', 'EUROPEJSKIE CENTRUM POMOCY RODZINOM I OSOBOM ZAGROŻONYM WYKLUCZENIEM SPOŁECZNYM ""ANKRA""', 'TORUŃSKA', 'CECH RZEMIOSŁ RÓŻNYCH', 'CECH RZEMIOSŁ BUDOWLANYCH I DRZEWNYCH', 'CECH WIELOBRANŻOWY W LUBLINIE', 'ARP', 'STOWARZYSZENIE ""POLSKI ZWIĄZEK IZB RZEMIEŚLNICZYCH""', 'STOWARZYSZENIE ""LUBELSKIE DREWNO - REGIONALNY KLASTER W LUBLINIE""', 'RZEMIEŚLNICZY YACHT CLUB', 'LUBELSKI CECH STOLARZY'"
"""TOWARZYSTWO POMOCY WZAJEMNEJ""","Anna Krajewska","'ARP', 'STOWARZYSZENIE ""POLSKI ZWIĄZEK IZB RZEMIEŚLNICZYCH""'"
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Ewelina Sobolewska Łukaszczuk",""
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Wojciech Szadel",""
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Agnieszka Kłódkowska Cieślakiewicz",""
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Maria Chomicz","'STOWARZYSZENIE ""ZIEMIA ODROWĄŻÓW""'"
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Andrzej Długołęcki",""
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Dariusz Wasilewski","'ZURAD', 'FUNDACJA OBOWIĄZEK POLSKI', 'FUNDACJA INSTYTUT WIEDZA I ZDROWIE'"
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Andrzej Olszewski",""
"""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","Beata Osińska","'FARMA FOTOWOLTAICZNA ŻABÓW', 'MARINA KAMIEŃ POMORSKI'"
"""KONTRADE""","Manfred Mnochy",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Ewa Supernak",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Krystyna Matuszewska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Elżbieta Mądrowska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Alina Gaś",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Alina Kunaszyk",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Sylwia Starzyk",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Marianna Sokal",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Jolanta Kijanka",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Anna Nowak",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Józef Salachna",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","Józef Łuczak",""
"""I.KA.S""","Wiktoria Łątka",""
"""I.KA.S""","Ismena Łątka","'PROCENTER'"
"""I.KA.S""","Przemysław Łątka","'PRZEMKAR'"
"""I.KA.S""","Bożena Łątka",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Jarosław Car",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Anna Stefańczuk",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Joanna Miśko",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Monika Leciewicz Hryciuk",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Maria Baluk","'STOWARZYSZENIE WSPIERANIA AKTYWNOŚCI NIEPEŁNOSPRAWNYCH INTELEKTUALNIE ""AKTYWNI""', 'STOWARZYSZENIE NA RZECZ PRZECIWDZIAŁANIA MARGINALIZACJI I WYKLUCZENIU SPOŁECZNEMU ""PRO FAMILIA""'"
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Anna Marczak",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Tomasz Lipka",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Andrzej Reszuta",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Jolanta Szyszło",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Anna Zaborska",""
"""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","Grażyna Paszko Patej","'AD ALIO'"
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Piotr Szyja",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Marian Franek",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Halina Leśniewicz",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Izabela Słupik",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Ireneusz Piontek","'JESTEM GŁOSEM TYCH, CO NIE MÓWIĄ'"
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Edward Swiers",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Antoni Chiżuk",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","Mirosław Marzec",""
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","Wojciech Włoszczyński","'OCHOTNICZA STRAŻ POŻARNA W MIEDZIERZY'"
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","Agnieszka Grabarczyk",""
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","Grzegorz Wanat",""
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","Jerzy Duda","'ZESPÓŁ OPIEKI ZDROWOTNEJ W KOŃSKICH', 'KLUB SPORTOWY SMYKÓW', 'STOWARZYSZENIE KRZEWIENIA KULTURY ""SMYKOVIA""', 'STOWARZYSZENIE PRODUCENTÓW PRODUKTÓW ROŚLINNYCH DO POZYSKIWANIA ENERGII W SMYKOWIE'"
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","Robert Krakowiak","'OCHOTNICZA STRAŻ POŻARNA W PRZYŁOGACH'"
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","Andrzej Paluch","'STOWARZYSZENIE AKTYWNI DLA MIASTA I GMINY STĄPORKÓW'"
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","Grzegorz Piec","'ZESPÓŁ OPIEKI ZDROWOTNEJ W KOŃSKICH', 'STOWARZYSZENIE ""PRZYJACIÓŁ GMINY SMYKÓW""'"
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Marek Kasperkowiak",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Leszek Figura",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Józef Oborski",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Arkadiusz Krobisz",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Mirosław Berger",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Tomasz Tworzewski",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Małgorzata Bezulska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Jarosław Wrona",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Łukasz Reck",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Zbigniew Kwasiborski",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Arkadiusz Pruchniewski",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Marek Talik",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Marek Niemiec",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Leszek Kluczniok",""
"""POLSKIE DREWNO""","Katarzyna Oćwieja",""
"""POLSKIE DREWNO""","Andrzej Oćwieja","'ADVIS', 'IT MANAGER'"
"""TREZORWINES""","Bogusław Marcinkowski","'KANDYD', 'TMM', 'MARBO PLUS'"
"""TREZORWINES""","Tomasz Marcinkowski","'KANDYD', 'TMM'"
"""TREZORWINES""","Maciej Marcinkowski","'KANDYD', 'TMM'"
"""TRANS-KURIER""","Alexander Zykov",""
"""SINDBAD""","Elżbieta Drewienkowska",""
"""SINDBAD""","Krzysztof Brdyś",""
"""SINDBAD""","Paweł Żak","'TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU', 'OGRODOWA - INWESTYCJE', 'PZU POMOC'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Stanisław Szwed",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Barbara Miczajka",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Danuta Bojczuk",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Mariola Mucha",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Czesław Różański",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Ewa Jaworek",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Agnieszka Schneider",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Edyta Wolnik",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Barbara Piwowarczyk",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Henryk Dreimol",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Franciszek Suchecki",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Monika Burda",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Joachim Wyleżych",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Henryk Bartoń",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Kazimierz Bojczuk",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Erna Libowska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Monika Lenard",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Kazimierz Prokop",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Władysław Ruciński",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Adam Bojeś",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Jadwiga Kilowska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Stefan Wojdała",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Leszek Ratyński",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Wiktor Gajewski",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Henryk Bindacz",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Reinhard Rzepka",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Grzegorz Sumiński",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Rudolf Urbas",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","Salomea Kubańska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Zbigniew Banet",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Edwin Tomala",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Ryszard Jankowski",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Krystyna Kusiak",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Janina Reś",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Andrzej Bała","'POLSKI ZWIĄZEK NIEWIDOMYCH OKRĘG ŚLĄSKI'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Bronisław Michulec",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Maria Wietecha",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Teresa Kaczyńska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Urszula Lewandowska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Zbigniew Juszczyk",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Jerzy Grabowski",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Emil Szczypka",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","Karol Kozłowski",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZEDSIĘBIORSTWA PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ ODDZIAŁ W GLIWICACH""","Henryk Śmieja",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZEDSIĘBIORSTWA PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ ODDZIAŁ W GLIWICACH""","Maria Kozioł",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZEDSIĘBIORSTWA PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ ODDZIAŁ W GLIWICACH""","Bożena Rassek",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZEDSIĘBIORSTWA PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ ODDZIAŁ W GLIWICACH""","Anna Cielecka",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZEDSIĘBIORSTWA PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ ODDZIAŁ W GLIWICACH""","Bogumił Górczyński",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZEDSIĘBIORSTWA PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ ODDZIAŁ W GLIWICACH""","Andrzej Szypuła",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZEDSIĘBIORSTWA PAŃSTWOWEJ KOMUNIKACJI SAMOCHODOWEJ ODDZIAŁ W GLIWICACH""","Jerzy Kozłowski",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW POCZTY PRZY REJONOWYM URZĘDZIE POCZTOWYM W RYBNIKU""","Agata Wengerska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW POCZTY PRZY REJONOWYM URZĘDZIE POCZTOWYM W RYBNIKU""","Magdalena Bornikowska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW POCZTY PRZY REJONOWYM URZĘDZIE POCZTOWYM W RYBNIKU""","Ewa Łukaszczyk",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW POCZTY PRZY REJONOWYM URZĘDZIE POCZTOWYM W RYBNIKU""","Renata Frysz",""
