"OrganizationName","Representatives","ConnectedOrganizations"
"""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","Piotr Trześniewski","'K.S. HETMAN ZAMOŚĆ'"
"""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","Marek Strenciwilk","'K.S. HETMAN ZAMOŚĆ'"
"""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","Sylwester Dołba","'STOWARZYSZENIE NA RZECZ ROZWOJU REHABILITACJI I POMOCY POSZKODOWANYM W WYPADKACH KOMUNIKACYJNYCH'"
"""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","Artur Szewczuk",""
"""TEB POLSKA ELEMENTY BUDOWLANE""","Thomas Pollman",""
"""TEB POLSKA ELEMENTY BUDOWLANE""","Jorg Pollman",""
"""TEB POLSKA ELEMENTY BUDOWLANE""","Rudiger Schafer",""
"""TEB POLSKA ELEMENTY BUDOWLANE""","Karl Pollman",""
"""GENERAL LOGISTICS SYSTEMS POLAND""","Andrzej Wasielewski","'FORUM PRZEWOŹNIKÓW EKSPRESOWYCH'"
"""GENERAL LOGISTICS SYSTEMS POLAND""","Marta Ludwiczak",""
"""GENERAL LOGISTICS SYSTEMS POLAND""","Tomasz Zwiercan",""
"""GENERAL LOGISTICS SYSTEMS POLAND""","Gergely Farkas",""
"""STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU""","Andrzej Klyszcz","'LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY'"
"""STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU""","Andrzej Waliszewski","'KLUB SPORTOWY ROW RYBNIK'"
"""STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU""","Józef Mrowiec",""
"""RYTEX""","Albert Miernik","'NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ VICTODENT', 'PRZYCHODNIA WETERYNARYJNA AVI-VET', 'ZAKŁADY PRZEMYSŁU WEŁNIANEGO ""TOMTEX""', 'GABINET WETERYNARYJNY AVI-MEDVET'"
"""RYTEX""","Adam Miernik","'EKO STYL', 'ZAKŁADY PRZEMYSŁU WEŁNIANEGO ""TOMTEX""', 'PROSPER'"
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Danuta Solich",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Katharina Kreuzer","'STARDUST POLSKA'"
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Grażyna Strózik",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Ewa Dorobisz",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Janusz Tytko",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Artur Herud","'STOWARZYSZENIE AKTYWNI DLA LEPSZEGO JUTRA', 'ODLEWNIA RAFAMET'"
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Anna Glinka","'CENTRUM USŁUGOWE ""MENTOR""'"
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Piotr Michalak",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Joanna Muszała Ciałowicz",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Janina Wystub","'RYBNICKI UNIWERSYTET DZIECIĘCY', 'STOWARZYSZENIE MENEDŻEROWIE KULTURY', 'SON HOUSE GOSPEL BLUES SOCIETY', 'STOWARZYSZENIE NAUCZYCIELI OLIMPIJSKICH'"
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Adela Nowak",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Henryk Kopel",""
"""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","Grażyna Kowalska",""
"""TOWARZYSTWO PRZYJACIÓŁ TRANSPORTOWCÓW Z SIEDZIBĄ W GLIWICACH""","Tadeusz Olejnik",""
"""TOWARZYSTWO PRZYJACIÓŁ TRANSPORTOWCÓW Z SIEDZIBĄ W GLIWICACH""","Józef Lis",""
"""TOWARZYSTWO PRZYJACIÓŁ TRANSPORTOWCÓW Z SIEDZIBĄ W GLIWICACH""","Piotr Wiśniowski",""
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","Grzegorz Piasecki","'STOWARZYSZENIE ROZWOJU MIASTA I GMINY PIOTRKÓW KUJAWSKI'"
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","Agnieszka Wiśniewska",""
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","Sylwia Kubiak","'STOWARZYSZENIE NA RZECZ ROZWOJU GMINY DOBRE ""PROMYK NADZIEI""'"
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","Marta Szmajdzińska",""
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","Krzysztof Rosiński",""
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","Jarosław Kołtuniak","'STOWARZYSZENIE GMIN I POWIATU OBSZARU PROWADZENIA POLITYKI TERYTORIALNEJ RADZIEJOWA'"
"""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","Włodzimierz Gorzycki","'STOWARZYSZENIE ""FORUM SAMORZĄDOWE""'"
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Agnieszka Bednarek Bohdziewicz",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Hieronim Chojnacki",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Szymon Dąbrowski",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Ludwik Kostro",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Jan Grzanka","'POLSKIE TOWARZYSTWO SZEKSPIROWSKIE', 'AMALTEJA', 'SWING', 'TOWARZYSTWO INWESTYCYJNE-MAISON'"
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Zbyszek Dymarski","'FUNDACJA NA RZECZ BADAŃ INTERDYSCYPLINARNYCH'"
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Grzegorz Graff",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Bernhard Bach",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Andrzej Kowalczyk",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Zdzisław Kropidłowski",""
"""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","Wojciech Zieliński",""
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Piotr Wąsowicz",""
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Krzysztof Eliasz","'GMINNY LUDOWY KLUB SPORTOWY ""ZORZA-TEMPO"" PACANÓW'"
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Stanisław Krzak",""
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Teresa Krupska",""
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Stanisław Klimczak","'OCHOTNICZA STRAŻ POŻARNA W GNOJNIE'"
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Jerzy Kolarz","'ZWIĄZEK POWIATÓW POLSKICH'"
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Jan Bartosik",""
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Jerzy Kordos",""
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Roman Duda",""
"""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","Zbigniew Zioło",""
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Kazimierz Więcko","'WARMIŃSKO-MAZURSKI ZWIĄZEK HODOWCÓW BYDŁA MLECZNEGO'"
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Józef Kwas","'ZWIĄZEK WARMIŃSKICH I MAZURSKICH ROLNIKÓW W OLSZTYNIE'"
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Mieczysław Aszkiełowicz","'WARMIŃSKO - MAZURSKI ZWIĄZEK HODOWCÓW KONI W OLSZTYNIE', 'FUNDACJA EKOLOGICZNA NASZA ZIEMIA'"
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Tadeusz Spychała",""
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Janusz Hendzel","'LOKALNA ORGANIZACJA TURYSTYCZNA ZIEMI OLECKIEJ', 'STOWARZYSZENIE LOKALNA GRUPA DZIAŁANIA ""LIDER W EGO""', 'STOWARZYSZENIE AGROTURYSTYCZNE ""MAZURSKA KRAINA""', 'ZRZESZENIE PRODUCENTÓW MLEKA W GIŻACH'"
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Krzysztof Szyłak","'ZRZESZENIE PRODUCENTÓW MLEKA W GIŻACH'"
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Zbigniew Mamryk","'WARMIŃSKO-MAZURSKI ZWIĄZEK HODOWCÓW BYDŁA MLECZNEGO'"
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Lucjan Tłoczkowski",""
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Jan Grubalski","'SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""ROLNIK""'"
"""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","Marian Szkamelski","'WARMIŃSKO - MAZURSKIE ZRZESZENIE ""LUDOWE ZESPOŁY SPORTOWE""', 'WARMIŃSKO-MAZURSKI ZWIĄZEK PIŁKI NOŻNEJ', 'SPÓŁDZIELNIA ROLNICZO - USŁUGOWO - HANDLOWA W IŁAWIE Z/S W RUDZIENICACH', 'BANK SPÓŁDZIELCZY W IŁAWIE', 'GMINNE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE W IŁAWIE', 'STOWARZYSZENIE WSPIERANIA WSI Z SIEDZIBĄ W IŁAWIE'"
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Grzegorz Choroba",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Kacper Kałusek",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Aleksander Szweda",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Justyna Warło",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Łukasz Kozik","'STOWARZYSZENIE KIBICÓW ""ZIELONO-CZARNY ROW RYBNIK""'"
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Artur Cnota",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Marek Warło",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Andrzej Klyszcz","'STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU'"
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Zbigniew Klimsza",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Przemysław Warło",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Zygmunt Jeszka",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Werner Donga",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Krystian Witkowski",""
"""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","Józef Pawełek",""
"""ZIELEŃ MIEJSKA""","Kamil Stubba","'BRATON', 'VOKATO', 'VOKATO'"
"""ZIELEŃ MIEJSKA""","Sabina Stubba Wolska",""
"""ZIELEŃ MIEJSKA""","Anna Stubba Dey","'SALEZONE', 'LEMON STORE'"
"""ZIELEŃ MIEJSKA""","Zbigniew Stubba",""
"""DELTA ADAMSKI, SOŁTYSIK, SAWCZUK""","Krzysztof Sołtysik",""
"""DELTA ADAMSKI, SOŁTYSIK, SAWCZUK""","Piotr Adamski",""
"""DELTA ADAMSKI, SOŁTYSIK, SAWCZUK""","Kazimierz Sawczuk",""
"""PRZEDSIĘBIORSTWO ""TANK""""","Justyna Konofal",""
"""PRZEDSIĘBIORSTWO ""TANK""""","Dariusz Konofal",""
"""PRZEDSIĘBIORSTWO ""TANK""""","Grzegorz Konofal",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Justyna Kudelska","'KOJZKI KOLEKTYW ARTYSTYCZNY', 'STOWARZYSZENIE KOZIANKI'"
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Piotr Kubiczek",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Krzysztof Mleczko",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Mirosław Kaczor",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Bartosz Hołowka",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Czesław Banet",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Leszek Szlosek",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Roman Bednarczyk",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Bogusław Nycz","'TIN TOURS'"
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Zbigniew Łopadczak",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","Jan Hołowka","'STOWARZYSZENIE KRZEWIENIA KULTURY MUZYCZNEJ KÓZ I OKOLIC IM. JANA LASZCZAKA'"
"""KASSO""","Luong Tran Ngoc",""
"""KASSO""","Robert Tyrek",""
"""MEDIA HOUSE POLSKA""","Janusz Kacprowicz","'MUVI ENTERTAINMENT GROUP'"
"""PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE ""UNICAR"" SPÓŁKA JAWNA WŁODZIMIERZ I DOROTA JAGUŚCIK ZAKŁAD PRACY CHRONIONEJ.""","Dorota Jaguścik",""
"""PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE ""UNICAR"" SPÓŁKA JAWNA WŁODZIMIERZ I DOROTA JAGUŚCIK ZAKŁAD PRACY CHRONIONEJ.""","Włodzimierz Jaguścik",""
"""ZAKŁAD NAPRAWY ŚRODKÓW TRANSPORTU-ROMAN POLAK, MARIAN WOLBRECHT, CEZARY ŻBIK""","Cezary Żbik",""
"""ZAKŁAD NAPRAWY ŚRODKÓW TRANSPORTU-ROMAN POLAK, MARIAN WOLBRECHT, CEZARY ŻBIK""","Roman Polak","'PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE PERFEKT ROMAN POLAK I TERESA POLAK'"
"""ZAKŁAD NAPRAWY ŚRODKÓW TRANSPORTU-ROMAN POLAK, MARIAN WOLBRECHT, CEZARY ŻBIK""","Marian Wolbrecht","'STOWARZYSZENIE PRZYJACIÓŁ CHÓRU MĘSKIEGO ECHO W TCZEWIE'"
"""KANTOR WYMIANY WALUT ""GENIUSS-BIAŁOŻYT""""","Maria Białożyt","'ARSAN'"
"""KANTOR WYMIANY WALUT ""GENIUSS-BIAŁOŻYT""""","Krzysztof Białożyt",""
"""ADVISER""","Dorota Demków","'ADVISER EWA DEMKÓW'"
"""ADVISER""","Emilia Zusin","'ADVISER EWA DEMKÓW'"
"""NEPTUN APARTAMENTY""","Dorota Kawecka","'NEPTUN MIESZKANIA', 'FUNDACJA NEPTUNA SIĘGAJCIE GWIAZD'"
"""NEPTUN APARTAMENTY""","Sylwia Rybak","'NEPTUN MIESZKANIA'"
"""NEPTUN APARTAMENTY""","Jolanta Drąszkowska","'NEPTUN MIESZKANIA', 'FUNDACJA NEPTUNA SIĘGAJCIE GWIAZD'"
"""NEPTUN APARTAMENTY""","Stanisław Drąszkowski","'NEPTUN MIESZKANIA'"
"""CENTRUM ZASTOSOWAŃ ENERGII ALTERNATYWNYCH CEZEA""","Krzysztof Hanke","'MKHAN', 'MKHAN', 'ZJEDNOCZENIE PABIANICKIE', 'CEFILTR', 'CERTOOLS'"
"""CENTRUM ZASTOSOWAŃ ENERGII ALTERNATYWNYCH CEZEA""","Piotr Czekalski","'CEFAM', 'CEFAM', 'CEFILTR', 'CERTOOLS'"
"""CENTRUM ZASTOSOWAŃ ENERGII ALTERNATYWNYCH CEZEA""","Anna Wyrwas","'CEFAM'"
"""CENTRUM ZASTOSOWAŃ ENERGII ALTERNATYWNYCH CEZEA""","Paweł Czekalski","'CEFAM', 'CEFAM', 'CERTOOLS', 'LGITECH'"
"""HYDRO-BIELSKO""","Iwona Dziąćko","'BEFAME'"
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Adrian Ziułkowski","'OCHOTNICZA STRAŻ POŻARNA W DROŻKACH'"
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Dawid Aleksandrowicz",""
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Piotr Zimoch",""
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Mateusz Nolbert",""
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Stanisław Jendrasiak",""
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Ryszard Gaze",""
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Marian Zimoch",""
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Waldemar Szymański",""
"""OCHOTNICZA STRAŻ POŻARNA W ANIOŁCE""","Kazimierz Bednarek",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Andrzej Mielczarek",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Grzegorz Plisiecki",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Mariusz Szymczyk","'OCHOTNICZA STRAŻ POŻARNA W BRODNI'"
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Paweł Marciniak",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Damian Badziak",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Jarosław Filipczak",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Jacek Kacperski","'STOWARZYSZENIE PARK OCR'"
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Łukasz Mielczarek",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Bogdan Staniek",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Dawid Pyrek","'OCHOTNICZA STRAŻ POŻARNA W BRODNI'"
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Jerzy Kot",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Władysław Kluczkowski",""
"""KLUB SPORTOWY ""TĘCZA"" W BRODNI""","Marian Pyrek","'TRADYCJA I PRZYSZŁOŚĆ'"
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Eugeniusz Kaliś",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Kazimiera Pyrzowska",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Ewa Górnicka Kłapcińska",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Maria Knap",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Jadwiga Karoń",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Jolanta Kurowska",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Danuta Rogalska","'STOWARZYSZENIE ""PRO CHIRURGIAE""'"
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Zofia Pacia",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Krystyna Dziurzyńska",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Barbara Kaleta",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Grażyna Walczak",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Zbigniew Barański",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Tadeusz Taborek",""
"""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY PRACOWNIKÓW OCHRONY ZDROWIA W ZESPOLE OPIEKI ZDROWOTNEJ OLKUSZ""","Jerzy Molenda",""
