"OrganizationName","Representatives","ConnectedOrganizations"
"""WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. MARII SKŁODOWSKIEJ-CURIE W ZGIERZU""","Zbigniew Linkowski",""
"""WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. MARII SKŁODOWSKIEJ-CURIE W ZGIERZU""","Rafał Antczak",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Mariusz Klecha",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Kamil Bocoń",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Jan Bocoń",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Sylwester Dul",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Szymon Szewczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Krzysztof Turski",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Tomasz Mazur",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Grzegorz Szewczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W JURECZKOWEJ""","Piotr Mazur",""
"""STOWARZYSZENIE ""TRZEŹWOŚĆ"" W OSTROWIE WIELKOPOLSKIM""","Michał Urbankiewicz",""
"""STOWARZYSZENIE ""TRZEŹWOŚĆ"" W OSTROWIE WIELKOPOLSKIM""","Julia Wierzyk",""
"""STOWARZYSZENIE ""TRZEŹWOŚĆ"" W OSTROWIE WIELKOPOLSKIM""","Mateusz Krawczyk",""
"""STOWARZYSZENIE ""TRZEŹWOŚĆ"" W OSTROWIE WIELKOPOLSKIM""","Katarzyna Czerniak",""
"""STOWARZYSZENIE ""TRZEŹWOŚĆ"" W OSTROWIE WIELKOPOLSKIM""","Krystian Wasylów",""
"""STOWARZYSZENIE ""TRZEŹWOŚĆ"" W OSTROWIE WIELKOPOLSKIM""","Marlena Jeziorska","'STOWARZYSZENIE CENTRUM EDUKACJI, DIALOGU I DOBRYCH PRAKTYK'"
"""STOWARZYSZENIE ""TRZEŹWOŚĆ"" W OSTROWIE WIELKOPOLSKIM""","Stefan Prukała","'STOWARZYSZENIE ""DOLINA BARYCZY""'"
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Jacek Pawelec",""
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Anna Bieniek","'AEROKLUB GLIWICKI', 'STOWARZYSZENIE SYMPATYKÓW LATAJĄCEGO POTWORA SPAGHETTI'"
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Krzysztof Zieliński","'ZWIĄZEK POLSKICH SPADOCHRONIARZY', 'FUNDACJA INVICTUS VETERANUS'"
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Krzysztof Zocłoński",""
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Przemysław Nocoń","'GRUPA PERUN'"
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Jan Isielenis","'STOWARZYSZENIE ""NOWA POLSKA"" Z SIEDZIBĄ W GLIWICACH'"
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Danuta Polewska","'AEROKLUB GLIWICKI'"
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Sylwester Kmiecik",""
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Kazimierz Stępniewski",""
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Jan Filus",""
"""ZWIĄZEK POLSKICH SPADOCHRONIARZY ODDZIAŁ W KATOWICACH""","Tadeusz Cichoń",""
"""""AGRA"" - STANISŁAW PIETRUSZYŃSKI""","Krystyna Pietruszyńska","'PODLASKIE ZAKŁADY ZBOŻOWE', 'GRUPA AGROCENTRUM', 'BORKOWINA'"
"""""AGRA"" - STANISŁAW PIETRUSZYŃSKI""","Stanisław Pietruszyński","'BIO ALIANS STRADUNY', 'BIOGAZOWNIA DROZDOWO', 'BORKOWINA', 'AGROCENTER EUROPE CORPORATION', 'AGROCENTRUM', 'PODLASKIE ZAKŁADY ZBOŻOWE'"
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Maciej Kołodziejczyk",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Mateusz Mirek",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Piotr Deryniowski",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Krzysztof Głogowski",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Agnieszka Cieślak",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Sławomir Kulka",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Artur Tarnowski",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Radosław Kamień",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Dariusz Kopońka",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Jan Surówka",""
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Władysław Głogowski","'COMPUDRAFT TOMASZ NAPIÓRKOWSKI, WŁADYSŁAW GŁOGOWSKI'"
"""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","Zbigniew Koźbiał",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Teresa Malesa",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Ryszard Kot","'TOWARZYSTWO ŚPIEWACZE ""ARION"" W ŚWIDNIKU'"
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Anna Mrozik",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Piotr Król",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Małgorzata Waryszak",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Danuta Walczak",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Grażyna Pietraszko",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Urszula Szczepaniak","'SPOŁECZNA INICJATYWA SAMORZĄDOWA NA RZECZ ROZWOJU POWIATU ŚWIDNICKIEGO', 'STOWARZYSZENIE ""NIEOBOJĘTNI-RAZEM""'"
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Jerzy Pawlak",""
"""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","Grażyna Nazarewicz",""
"""MARKOS""","Piotr Chomontek",""
"""MARKOS""","Grzegorz Marciniak",""
"""MARKOS""","Szymon Koseski",""
"""MARKOS""","Cezary Koseski",""
"""MARKOS""","Bernardyn Marciniak",""
"""GAMM - BUD""","Mateusz Saładziak",""
"""GAMM - BUD""","Piotr Andrzejewski","'KPMR INVEST', 'HYDROPRESS', 'I2M', 'BKF MYJNIE BEZDOTYKOWE'"
"""GAMM - BUD""","Michał Andrzejewski",""
"""GAMM - BUD""","Karolina Andrzejewska","'FUNDACJA ZDROWA GŁOWA'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Aleksandra Koza",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Michał Górczyk",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Łukasz Koza",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Krzysztof Golonka",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Zdzisław Golonka",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Lech Twaróg","'SPORTOVO'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Mirosław Twaróg","'ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE POWIATU LIMANOWSKIEGO', 'SPORTOVO'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Karol Golonka",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Jan Dudek",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Wojciech Król",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Andrzej Koza",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Jerzy Kokot","'ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE POWIATU LIMANOWSKIEGO'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Dominik Bubula",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Ryszard Ewert","'ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE POWIATU LIMANOWSKIEGO'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Zdzisław Sułkowski","'UCZNIOWSKI KLUB SPORTOWY ""PŁOMIEŃ"" LIMANOWA'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Marek Łątka",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Mateusz Kokot",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Stanisław Puch",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Zygmunt Łątka",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Henryk Surma",""
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Marek Mrozek","'OCHOTNICZA STRAŻ POŻARNA W ŁOSOSINIE GÓRNEJ'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Antoni Golonka","'OCHOTNICZA STRAŻ POŻARNA W ŁOSOSINIE GÓRNEJ'"
"""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","Stanisław Golonka","'BESKIDZKO-GORCZAŃSKIE STOWARZYSZENIE NARCIARSKIE'"
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Mateusz Mrzygłód",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Łukasz Mrzygłód",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Wojciech Grygierczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Sławomir Gabryś",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Łukasz Krawczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Dawid Lazar",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Andrzej Kaleta",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Krzysztof Ochmanek",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Maciej Golasowski",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","Paweł Królicki",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Michał Kochan",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Zofia Kasperczyk",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Jolanta Wiktor",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Magdalena Wiktor",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Michał Dziubczyk",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Jan Białowąs",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Adam Madej",""
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Halina Kulbacka","'STOWARZYSZENIE KULTURALNO-EDUKACYJNE ""OTWARTE HORYZONTY""', 'MAŁOPOLSKIE TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ'"
"""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","Jadwiga Żukowska",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""MAX""""","Mieczysław Budny",""
"""KLUB SPORTÓW WALKI ""TYGRYS""""","Łukasz Wójcik",""
"""KLUB SPORTÓW WALKI ""TYGRYS""""","Sławomir Zborowski",""
"""KLUB SPORTÓW WALKI ""TYGRYS""""","Marco Cocchieri",""
"""KLUB SPORTÓW WALKI ""TYGRYS""""","Hieronim Kozakiewicz","'WARMIŃSKO-MAZURSKI OKRĘGOWY ZWIĄZEK BOKSERSKI'"
"""KLUB SPORTÓW WALKI ""TYGRYS""""","Damian Babojć","'KOLEX KONSTRUKCJE'"
"""KLUB SPORTÓW WALKI ""TYGRYS""""","Bartłomiej Zabiełło","'METTAP'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Jakub Marek",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Kornelia Marek",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Tomasz Marek",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Wojciech Więzik",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Rafał Urbaniec",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Bartłomiej Przybyła",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Tomasz Przybyła",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Marcin Strzelczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Tomasz Przybyła",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Tomasz Wątroba","'DUO BEST'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Robert Steczek",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","Krzysztof Kornaś",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Mateusz Jewuła",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Tomasz Bodura",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Damian Gurgul",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Paweł Mleczko",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Antoni Kmieć",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Józef Gurgul",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Dominik Migda",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Łukasz Toboła",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Grzegorz Zych",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Józef Migda",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Aleksander Bodura",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Marcin Gurgul","'GB KONSTRUKCJE'"
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Stanisław Stoszko",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Gerard Góral",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Zdzisław Smoleń",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Antoni Bodura",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Władysław Pabian",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Andrzej Mleczko",""
"""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","Jan Bodura",""
"""OCHOTNICZA STRAŻ POŻARNA""","Damian Wieczorek",""
"""OCHOTNICZA STRAŻ POŻARNA""","Przemysław Stygar","'STOWARZYSZENIE NASZA HARKLOWA'"
"""OCHOTNICZA STRAŻ POŻARNA""","Piotr Dziedzic",""
"""OCHOTNICZA STRAŻ POŻARNA""","Krzysztof Wojnarowicz",""
"""OCHOTNICZA STRAŻ POŻARNA""","Anna Wojnarowicz",""
"""OCHOTNICZA STRAŻ POŻARNA""","Sebastian Kuchta",""
"""OCHOTNICZA STRAŻ POŻARNA""","Jerzy Kuchta",""
"""OCHOTNICZA STRAŻ POŻARNA""","Marcin Stygar","'ZAKŁAD PRODUKCYJNO USŁUGOWO HANDLOWY ""WIERTMET""'"
"""OCHOTNICZA STRAŻ POŻARNA""","Wiesław Świątek","'OGÓLNOPOLSKI ZWIĄZEK ZAWODOWY GÓRNICTWA NAFTOWEGO I GAZOWNICTWA', 'OGÓLNOPOLSKI ZWIĄZEK ZAWODOWY GÓRNICTWA NAFTOWEGO I GAZOWNICTWA ODDZIAŁ EXALO DRILLING S.A. SEKCJA JASŁO', 'JASIELSKI KLUB KYOKUSHIN KARATE'"
"""OCHOTNICZA STRAŻ POŻARNA""","Zbigniew Kuchta",""
"""""GAVIA"" TRANSPORT, SPEDYCJA MORSKA I LĄDOWA""","Piotr Apanowicz",""
"""""GAVIA"" TRANSPORT, SPEDYCJA MORSKA I LĄDOWA""","Andrzej Wilk",""
"""PRZEDSIĘBIORSTWO HANDLOWO-GASTRONOMICZNE ""DAJANPOL"" D. ZIAJKA""","Danuta Ziajka","'CENTRUM HANDLOWO-USŁUGOWE ""PRAKOR""'"
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Łukasz Kucharski",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Piotr Musiał",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Paweł Wieczorek","'INTEGRADO', 'POWER LAND 7', 'POWER LAND 8', 'POWER LAND 9', 'POWER LAND 4', 'PV ENERGIA 12', 'POWER LAND 5', 'GREENDUO', 'POWER LAND 3', 'POWER4GREEN', 'POWER LAND 1', 'DEALPRO', 'SOLARPROJEKT CONSTRUCTION', 'BP MEDIATECH CONSTRUCTION', 'SOLARPROJEKT CONSTRUCTION', 'BP MEDIATECH CONSTRUCTION'"
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Michał Tomski",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Tomasz Ślęzak",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Tomasz Ojrzyński",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Grzegorz Fryś",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Wiesław Winkler",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Tadeusz Płyk",""
"""OKRĘGOWY KLUB STRZELECTWA SPORTOWEGO ""10-KA""""","Sławomir Dziegieć",""
"""KÓŁKO ROLNICZE WE WŁOSTOWIE""","Stefan Światlak",""
"""KÓŁKO ROLNICZE WE WŁOSTOWIE""","Stefan Namieśnik",""
"""KÓŁKO ROLNICZE WE WŁOSTOWIE""","Marek Lewandowski",""
"""KÓŁKO ROLNICZE WE WŁOSTOWIE""","Feliks Buczkowski",""
"""KÓŁKO ROLNICZE WE WŁOSTOWIE""","Adrian Ziętara",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Dariusz Rams",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Patryk Pulit",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Tadeusz Kyrcz",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Rafał Gromala",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Marek Podgórski",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Przemysław Duda",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Grzegorz Kołodziej","'ZWIĄZEK PODHALAN ODDZIAŁ W ŁĄCKU'"
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Wojciech Gondek",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Grzegorz Najduch",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Mieczysław Adamczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Marcin Gondek",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Jan Mrówka","'ODDZIAŁ POWIATOWY ZWIĄZKU OCHOTNICZYCH STRAŻY POŻARNYCH RZECZYPOSPOLITEJ POLSKIEJ W NOWYM SĄCZU'"
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Stanisław Myjak",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Tadeusz Wojnarowski",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Stefan Mrówka",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Paweł Rdzawski",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĄCKU""","Adam Gromala",""
"""ŚWIĘTOKRZYSKIE STOWARZYSZENIE POMOCY DZIECIOM, MŁODZIEŻY, DOROSŁYM Z CUKRZYCĄ I Z INNYMI SCHORZENIAMI""","Anna Szmidt",""
"""ŚWIĘTOKRZYSKIE STOWARZYSZENIE POMOCY DZIECIOM, MŁODZIEŻY, DOROSŁYM Z CUKRZYCĄ I Z INNYMI SCHORZENIAMI""","Małgorzata Człowiekowska",""
"""ŚWIĘTOKRZYSKIE STOWARZYSZENIE POMOCY DZIECIOM, MŁODZIEŻY, DOROSŁYM Z CUKRZYCĄ I Z INNYMI SCHORZENIAMI""","Iwona Putowska",""
"""ŚWIĘTOKRZYSKIE STOWARZYSZENIE POMOCY DZIECIOM, MŁODZIEŻY, DOROSŁYM Z CUKRZYCĄ I Z INNYMI SCHORZENIAMI""","Agnieszka Traczyk",""
"""ŚWIĘTOKRZYSKIE STOWARZYSZENIE POMOCY DZIECIOM, MŁODZIEŻY, DOROSŁYM Z CUKRZYCĄ I Z INNYMI SCHORZENIAMI""","Artur Gołdyś",""
