"OrganizationName","Representatives","ConnectedOrganizations"
"""KÓŁKO ROLNICZE W ROZDRAŻEWKU""","Elżbieta Rybka","'GMINNY ZWIĄZEK ROLNIKÓW, KÓŁEK I ORGANIZACJI ROLNICZYCH W ROZDRAŻEWIE'"
"""KÓŁKO ROLNICZE W ROZDRAŻEWKU""","Tadeusz Pachciarz",""
"""KÓŁKO ROLNICZE W ROZDRAŻEWKU""","Jerzy Staniewski",""
"""ARTPOL ZAKŁAD PROJEKTOWANIA I REALIZACJI INWESTYCJI""","Ewa Stasiak","'""ARTPOL"" FIRMA USŁUGOWA', 'SPÓŁDZIELNIA MIESZKANIOWA LOKATORSKO-WŁASNOŚCIOWA ""ALEJA""', '""LEASING"" PRZEDSIĘBIORSTWO USŁUG LEASINGOWYCH'"
"""ARTPOL ZAKŁAD PROJEKTOWANIA I REALIZACJI INWESTYCJI""","Jan Łapicki","'""ARTPOL"" FIRMA USŁUGOWA', '""LEASING"" PRZEDSIĘBIORSTWO USŁUG LEASINGOWYCH'"
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Renata Palczewska",""
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Łukasz Kurzyna",""
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Bartłomiej Czuba",""
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Aneta Zdyb","'CARMEN ANETA ZDYB WOJCIECH KITAJEWSKI'"
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Piotr Kuryło",""
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Kinga Krawczak",""
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Piotr Mochol","'SPÓŁDZIELNIA PRACY ""OŚWIATA-LINGWISTA"" W LUBLINIE'"
"""STOWARZYSZENIE MIŁOŚNIKÓW TAŃCA W LUBLINIE""","Anna Poniatowska Kosicka",""
"""KÓŁKO ROLNICZE W PORĘBIE""","Henryk Łyskawa",""
"""KÓŁKO ROLNICZE W PORĘBIE""","Marian Lesk",""
"""KÓŁKO ROLNICZE W PORĘBIE""","Zygmunt Witkowiak",""
"""KÓŁKO ROLNICZE W PORĘBIE""","Tadeusz Wawrzyniak","'SPÓŁDZIELNIA USŁUG I ZAOPATRZENIA KÓŁEK ROLNICZYCH'"
"""KÓŁKO ROLNICZE W PORĘBIE""","Dariusz Pietrowiak",""
"""KÓŁKO ROLNICZE W PORĘBIE""","Andrzej Elimer",""
"""P.P. PUBLISHING""","Małgorzata Kacperska","'BORK PROMOTION'"
"""P.P. PUBLISHING""","Joanna Borkowska",""
"""P.P. PUBLISHING""","Andrzej Borkowski","'BORK PROMOTION', 'KALWAS TYMIŃSKI'"
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Marek Żur",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Wojciech Soliński",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Henryk Matkowski",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Stanisław Przybyła",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Jan Gierszewski","'TOWARZYSTWO MIŁOŚNIKÓW ZIEMI STRZAŁKOWSKIEJ'"
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Stefan Pęczkowski",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Grzegorz Wawrzyniak",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Marek Marciniak",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Maciej Maciejewski","'WOJEWÓDZKI ZWIĄZEK HODOWCÓW I PRODUCENTÓW BYDŁA', 'STOWARZYSZENIE PRODUCENTÓW ROLNYCH ""SMAK-POL"" W STRZAŁKOWIE'"
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Marian Przywarty",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Edmund Cieślicki",""
"""STOWARZYSZENIE PSZCZELARZY W STRZAŁKOWIE""","Lech Wlazło",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""MILEX""""","Piotr Warmus",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""MILEX""""","Jacek Miler",""
"""PROSPECTOR""","Thomas Preuss",""
"""PROSPECTOR""","Thomas Preuss",""
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Sylwia Skonecka",""
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Stanisław Sroka","'PODKARPACKI KLUB GOLFOWY', 'PPH TRANSSYSTEM'"
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Ewa Zawadzka","'STOWARZYSZENIE WOMANHOOD - SIŁA KOBIET'"
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Grzegorz Dzwonnik",""
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Artur Marsy","'INNECT FEE COMPASS', 'POLSKI ZWIĄZEK FILATELISTÓW', 'INNECT', 'KLUB SYMPATYKÓW KOLEI WE WROCŁAWIU', 'STOWARZYSZENIE KOLEKCJONERÓW WE WROCŁAWIU'"
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Łukasz Sienkiewicz","'SIMULPM', 'SANDSTREAM DEVELOPMENT'"
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Joanna Rzempała","'SCOPE FLUIDICS'"
"""INTERNATIONAL PROJECT MANAGEMENT ASSOCIATION POLSKA""","Tomasz Leśniowski","'GPM EMEA', 'SIMULPM', 'TOMSYSTEM GT', 'PM2PM', 'TOMSYSTEM'"
"""KRAKOWSKI YACHT CLUB""","Janusz Mikiewicz",""
"""KRAKOWSKI YACHT CLUB""","Michał Kwaśny","'INALTUM'"
"""KRAKOWSKI YACHT CLUB""","Tomasz Bieńkowski",""
"""KRAKOWSKI YACHT CLUB""","Andrzej Polak","'EU-ORIGIN'"
"""KRAKOWSKI YACHT CLUB""","Mateusz Kossewski",""
"""KRAKOWSKI YACHT CLUB""","Weronika Morys",""
"""KRAKOWSKI YACHT CLUB""","Stanisław Kochaniewicz","'MKM KRUSZYWA'"
"""KRAKOWSKI YACHT CLUB""","Janusz Morajda",""
"""KRAKOWSKI YACHT CLUB""","Wojciech Wilchelm",""
"""KRAKOWSKI YACHT CLUB""","Marek Czajkowski",""
"""KRAKOWSKI YACHT CLUB""","Piotr Chrząstowski",""
"""KRAKOWSKI YACHT CLUB""","Antoni Dydejczyk",""
"""KRAKOWSKI YACHT CLUB""","Bogdan Gajewski",""
"""CENTER-CAR,B.ANDRZEJEWSKI""","Agata Andrzejewska",""
"""CENTER-CAR,B.ANDRZEJEWSKI""","Bogumił Andrzejewski",""
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Andrzej Puton",""
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Dariusz Zając","'KÓŁKO ROLNICZE W LESZCZKOWIE'"
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Zdzisław Sałata",""
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Stanisław Sidor","'KÓŁKO ROLNICZE W LESZCZKOWIE'"
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Marek Garas",""
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Marek Sidor","'KRAJOWE STOWARZYSZENIE PRODUCENTÓW WIŚNI'"
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Szymon Kwiatkowski","'KÓŁKO ROLNICZE W LESZCZKOWIE'"
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Leszek Patyński",""
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Krzysztof Bednarz","'POLSKIE TOWARZYSTWO ROLNIKÓW EKOLOGICZNYCH'"
"""OCHOTNICZA STRAŻ POŻARNA W LESZCZKOWIE""","Henryk Szymczyk","'KÓŁKO ROLNICZE W LESZCZKOWIE'"
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Dominika Nowak Janusz",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Katarzyna Ostrowicka",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Izabela Król",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Ewelina Radniecka",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Magdalena Konieczka",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Bartosz Kosiński",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Klaudia Dębska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SŁUŻBY ZDROWIA SAMODZIELNEGO PUBLICZNEGO ZAKŁADU OPIEKI ZDROWOTNEJ W SŁUPCY""","Kazimiera Pietryga",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Jarosław Kupczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Paweł Nowak",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Arkadiusz Zębala",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Marian Przeniosło",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Michał Cieślik",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Michał Siara",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Łukasz Mentel",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Mirosław Kupczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Krzysztof Natkaniec",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Tomasz Pluciński",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Stanisław Nowak",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Włodzimierz Ząbczyński",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Andrzej Bibuła",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Marek Jędrychowski",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Wiesław Pytliński",""
"""OCHOTNICZA STRAŻ POŻARNA W TRĄTNOWICACH""","Mariusz Tłuszcz",""
"""KÓŁKO ROLNICZE W SIEDLEMINIE""","Henryk Sołtys",""
"""KÓŁKO ROLNICZE W SIEDLEMINIE""","Mieczysław Bryll",""
"""KÓŁKO ROLNICZE W SIEDLEMINIE""","Piotr Grygiel","'SPÓŁDZIELCZA GRUPA PRODUCENTÓW ""POT-TUCZ""'"
"""KÓŁKO ROLNICZE W SIEDLEMINIE""","Karolina Polowczyk",""
"""J.W.MEBLE""","Piotr Szczurowski","'""STOWARZYSZENIE BUDOWNICTWA SPOŁECZNEGO', 'ZAKŁAD PRODUKCJI METALOWEJ METALCON', 'ZAKŁAD PRODUKCJI SZALUNKÓW J.W.SYSTEM', 'WOLA INVEST', 'WIELOPOLE 19/21', 'ZAKŁAD ENERGETYCZNY UŻYTECZNOŚCI PUBLICZNEJ', 'JASP RESTAURANT', 'ZAŁUBICE DEVELOPMENT', 'J.W. ENERGY', 'POLONIA SPORTOWA', 'CONSTRUCTION UNLIMITED', 'POLSKIE STOWARZYSZENIE MIŁOŚNIKÓW SZTUKI BONSAI ""TANUKI""'"
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Mariusz Gazda",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Marek Puzio",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Patrycja Koc",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Paweł Puzio",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Bartłomiej Byczek",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Daniel Kasica",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Emil Puzio",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Jan Czochara",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Jan Jarosz",""
"""OCHOTNICZA STRAŻ POŻARNA W WILCZEJ WOLI""","Wiesław Czuba",""
"""LA RESERVE KATARZYNA GAFOS, STRATIS GAFOS""","Stratis Gafos","'STRATIS GAFOS PRACOWNIA ARCHITEKTA', 'PRACOWNIA ARCHITEKTURY STRATOS GAFOS', 'B&G', 'O&O, B&G'"
"""LA RESERVE KATARZYNA GAFOS, STRATIS GAFOS""","Katarzyna Gafos","'STRATIS GAFOS PRACOWNIA ARCHITEKTA', 'LA RESERVE WILANÓW'"
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Piotr Kendzierawski",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Katarzyna Dudek",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Karolina Plewa Uchańska",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Krzysztof Gnat",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Mariusz Plewa","'BIURO ARCHITEKTONICZNE PLEWA', 'BIURO ARCHITEKTONICZNE PLEWA'"
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Michał Hagemejer","'BPI ARCHITEKCI'"
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Marta Kendzierawska",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Magdalena Znamierowska",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Stanisław Lichota",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Wojciech Bielecki",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Bartłomiej Kożuchowski",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Grzegorz Kaczor","'PRACOWNIA AKM', 'STOWARZYSZENIE INICJUJĄCE PROJEKTY OZE'"
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Hubert Trammer",""
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Andrzej Kasprzak","'AUTORSKIE BIURO ARCHITEKTURY INVESTPROJEKT-PARTNER 6'"
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Agnieszka Kantor Kołodyńska","'LUBELSKA EDUKACJA REALNA'"
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Barbara Brylak Szymczak","'TOWARZYSTWO URBANISTÓW POLSKICH'"
"""STOWARZYSZENIE ARCHITEKTÓW POLSKICH ODDZIAŁ LUBLIN""","Jerzy Korszeń","'G7 INTER OFFICE', 'APARTAMENTY JULIANÓW', 'STUDIO 3', 'STUDIO 3 DEVELOPMENT'"
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Patryk Stawicki",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Weronika Szmajdka",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Marek Szczepankiewicz",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Jadwiga Kobierska",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Michał Marczak",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Maciej Kantanista",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Tomasz Szmajdka",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Alina Stawicka",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Paweł Stawicki",""
"""OCHOTNICZA STRAŻ POŻARNA W SKULSKU""","Tomasz Kobierski",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Arkadiusz Łoza",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Wojciech Stanowski",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Łukasz Trojanowski",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Damian Łoza",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Stanisław Dykiel",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Mariusz Łoza",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Mirosław Świerk",""
"""OCHOTNICZA STRAŻ POŻARNA W GRZEGORZÓWCE""","Stanisław Motowidło",""
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Andrzej Jaromin","'PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE ""ATLAS""'"
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Leszek Molas","'LAS-SKWIERZYNA-GORZÓW', 'STOWARZYSZENIE ""KRAJOWY ZWIĄZEK EKSPORTERÓW DZICZYZNY""'"
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Zbigniew Hauser",""
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Tomasz Perczak","'LAS', 'ZARZĄD TARGÓW WARSZAWSKICH', 'BIURO REKLAMY', 'WARMEX', 'OGÓLNOPOLSKA IZBA PRZETWÓRCÓW I EKSPORTERÓW RUNA LEŚNEGO'"
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Krzysztof Żychliński",""
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Dariusz Tadeusz",""
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Roman Marach",""
"""STOWARZYSZENIE PRZETWÓRCÓW I EKSPORTERÓW ŚLIMAKÓW""","Maria Majchrzak","'LAS-SKWIERZYNA-GORZÓW'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SKARBOWYCH W KIELCACH""","Aleksandra Kordos",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SKARBOWYCH W KIELCACH""","Łukasz Brzoza",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SKARBOWYCH W KIELCACH""","Grzegorz Stępień",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SKARBOWYCH W KIELCACH""","Marcin Cedro","'STOWARZYSZENIE NA RZECZ ROZWOJU - NOWA CEDZYNA'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SKARBOWYCH W KIELCACH""","Anna Borek Żelazko",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SKARBOWYCH W KIELCACH""","Justyna Prejs",""
"""KLON""","Andrzej Zalewski",""
"""KLON""","Elżbieta Pindel",""
"""STOWARZYSZENIE GOSPEL""","Paweł Seweryn",""
"""STOWARZYSZENIE GOSPEL""","Lea Kjeldsen","'FUNDACJA ATYPOWA', 'GOSPEL'"
"""STOWARZYSZENIE GOSPEL""","Anthony Adams",""
"""STOWARZYSZENIE GOSPEL""","Justyna Pająk",""
"""STOWARZYSZENIE GOSPEL""","Iwona Pająk",""
"""STOWARZYSZENIE GOSPEL""","Bartłomiej Chochół",""
"""STOWARZYSZENIE GOSPEL""","Monika Duda Dziewierz",""
"""STOWARZYSZENIE GOSPEL""","Tomasz Morawik",""
"""STOWARZYSZENIE GOSPEL""","Katarzyna Mańko",""
