"OrganizationName","Representatives","ConnectedOrganizations"
"""OCHOTNICZA STRAŻ POŻARNA PRZY PKS W KOŃSKICH S.A.""","Andrzej Ratajski","'OCHOTNICZA STRAŻ POŻARNA W FAŁKOWIE'"
"""OCHOTNICZA STRAŻ POŻARNA PRZY PKS W KOŃSKICH S.A.""","Sławomir Zganiacz",""
"""OCHOTNICZA STRAŻ POŻARNA PRZY PKS W KOŃSKICH S.A.""","Stanisław Samson",""
"""OCHOTNICZA STRAŻ POŻARNA PRZY PKS W KOŃSKICH S.A.""","Wiesław Umański",""
"""ETC-PZL AEROSPACE INDUSTRIES""","Aneta Kulma","'TRUST 4 IT'"
"""ETC-PZL AEROSPACE INDUSTRIES""","Roman Ruciński",""
"""ETC-PZL AEROSPACE INDUSTRIES""","Robert Laurent Jr",""
"""ETC-PZL AEROSPACE INDUSTRIES""","Francisco Medina Guijo","'AIRBUS POLAND'"
"""ETC-PZL AEROSPACE INDUSTRIES""","Robert Boroch","'STOWARZYSZENIE POLSKIEGO PRZEMYSŁU LOTNICZEGO'"
"""ETC-PZL AEROSPACE INDUSTRIES""","Alper Kus",""
"""CHB HELLAS - POLSKA""","Helena Chodakowska Bartłomiejczyk","'FM'"
"""CHB HELLAS - POLSKA""","Jarosław Bartłomiejczyk","'GREEN COLA POLSKA', 'GREEN COLA DISTRIBUTION', 'GREEN COLA DISTRIBUTION'"
"""CHB HELLAS - POLSKA""","Magdalena Bartłomiejczyk","'FM'"
"""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE CKW-INSTALACJE""","Robert Brożek","'CKW SERWIS ZAGOZDA BROŻEK'"
"""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE CKW-INSTALACJE""","Marek Zagozda","'CKW SERWIS ZAGOZDA BROŻEK'"
"""CARGO HELPER""","Grzegorz Karnicki","'TYRON ECOSYSTEM'"
"""CARGO HELPER""","Joanna Maszkało",""
"""CARGO HELPER""","Tomasz Maszkało",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Dariusz Tchórz",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Edyta Rychter",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Andrzej Kocela",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Agnieszka Urbańczyk",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Artur Piechowiak",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Leszek Łazarowicz","'MIĘDZYSZKOLNY KLUB SPORTOWY ""DWÓJKA ZAWIERCIE""', 'STOWARZYSZENIE ABSOLWENTÓW I SYMPATYKÓW II LICEUM OGÓLNOKSZTAŁCĄCEGO IM. HELENY MALCZEWSKIEJ W ZAWIERCIU', 'KLUB SPORTOWY ""VIRET CMC"" ZAWIERCIE', 'STOWARZYSZENIE SPOŁECZNO - KULTURALNE MIESZKAŃCÓW GMIN POWIATU ZAWIERCIAŃSKIEGO'"
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Agnieszka Fajt",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Piotr Wałek",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Adam Pałucha","'STOWARZYSZENIE RUCHU HARCERSKIEGO ""CZUWAJ""'"
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Dorota Walczyk Madej",""
"""SPÓŁDZIELNIA MIESZKANIOWA ""HUTNIK"".""","Edyta Kufel",""
"""TEX MODA""","Omer Kolunsag","'CROSS POLAND'"
"""TEX MODA""","Haluk Kolunsag","'CROSS POLAND'"
"""TEX MODA""","Cemil Kolunsag","'CROSS POLAND'"
"""TEX MODA""","Ismail Kolunsag","'CROSS POLAND'"
"""TEX MODA""","Cevdet Balkan","'CROSS POLAND'"
"""ASTRON VENTURE""","Lech Guzowski","'""GRADEN"" ZARZĄDZANIE NIERUCHOMOŚCIAMI', 'AGENCJA NIERUCHOMOŚCI GUZOWSKI-GOZDECKI', 'KORPORACJA BUDOWNICTWA I NIERUCHOMOŚCI ""GRADEN""'"
"""ASTRON VENTURE""","Marek Guzowski",""
"""MOKATE""","Hrvoje Puhalo",""
"""MOKATE""","Adam Mokrysz","'KUBARA'"
"""MOKATE""","Sylwia Mokrysz","'INSTYTUT BADAŃ RYNKU KAWY I HERBATY', 'KRAJOWA IZBA SPORTU'"
"""MOKATE""","Jacek Tabor",""
"""MOKATE""","Janusz Malarz","'LENTEX'"
"""MOKATE""","Teresa Mokrysz","'KUBARA', 'FPUH MOKATE', 'GLOBAL COFFEE GROUP'"
"""MOKATE""","Bogusław Kotula","'KUBARA', 'FPUH MOKATE', 'GLOBAL COFFEE GROUP'"
"""MOKATE""","Kazimierz Mokrysz","'GLOBAL COFFEE GROUP'"
"""KÓŁKO ROLNICZE W RUDNIKACH""","Henryk Kucharski",""
"""KÓŁKO ROLNICZE W RUDNIKACH""","Łucja Hypka","'GMINNY ZWIĄZEK ROLNIKÓW, KÓŁEK I ORGANIZACJI ROLNICZYCH W OPALENICY'"
"""KÓŁKO ROLNICZE W RUDNIKACH""","Czesław Kałek",""
"""KÓŁKO ROLNICZE W RUDNIKACH""","Marian Adamczak","'KÓŁKO MASZYNOWO - DORADCZE W SIELINKU'"
"""KÓŁKO ROLNICZE W RUDNIKACH""","Stefan Adamczak",""
"""KÓŁKO ROLNICZE W RUDNIKACH""","Czesław Adamczak",""
"""KÓŁKO ROLNICZE W RUDNIKACH""","Henryk Filipowski",""
"""KÓŁKO ROLNICZE W RUDNIKACH""","Walery Napierała",""
"""WOJCIECHOWSKI""","Mirosław Wojciechowski",""
"""WOJCIECHOWSKI""","Estera Wojciechowska","'NEOFIX'"
"""BIURO PROJEKTÓW ARCHTEKTURY J&J""","Ewa Szelągowska Skrzypczak",""
"""BIURO PROJEKTÓW ARCHTEKTURY J&J""","Monika Skrzypczak Pisarska",""
"""BIURO PROJEKTÓW ARCHTEKTURY J&J""","Jerzy Janczak",""
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Robert Szewczyk",""
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Lubomir Głowacki","'ŻUŁAWSKIE TOWARZYSTWO SPORTOWE'"
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Beata Rembowska",""
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Janusz Klein",""
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Antoni Przybył",""
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Seweryn Jażdżewski",""
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Jarosław Dywizjusz","'POMORSKIE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE', 'STOWARZYSZENIE MIAST PARTNERSKICH NOWEGO DWORU GDAŃSKIEGO', 'NOWODWORSKIE STOWARZYSZENIE PRZYJACIÓŁ ZWIERZĄT ""ISKIERKA""', 'SPÓŁDZIELNIA MIESZKANIOWA W NOWYM DWORZE GDAŃSKIM', 'OCHOTNICZA STRAŻ POŻARNA W NOWYM DWORZE GDAŃSKIM', 'ODDZIAŁ WOJEWÓDZKI ZWIĄZKU OSP RP WOJ. POMORSKIEGO', 'REGIONALNE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE W ELBLĄGU'"
"""LUDOWY KLUB SPORTOWY ""ŻUŁAWY"" W NOWYM DWORZE GDAŃSKIM""","Cezary Kruczkowski",""
"""FUNDACJA ""WYPOCZYNEK""""","Bogdan Nierzwicki","'FEDERACJA NIEZALEŻNYCH SAMORZĄDNYCH ZWIĄZKÓW ZAWODOWYCH PRACOWNIKÓW ŁĄCZNOŚCI W POLSCE'"
"""FUNDACJA ""WYPOCZYNEK""""","Joanna Szeląg","'ZWIĄZEK ZAWODOWY PRACOWNIKÓW POCZTY', 'FEDERACJA NIEZALEŻNYCH SAMORZĄDNYCH ZWIĄZKÓW ZAWODOWYCH PRACOWNIKÓW ŁĄCZNOŚCI W POLSCE'"
"""FUNDACJA ""WYPOCZYNEK""""","Sławomir Redmer","'FUNDACJA ""POCZTOWY DAR""', 'ZWIĄZEK ZAWODOWY PRACOWNIKÓW POCZTY', 'FEDERACJA NIEZALEŻNYCH SAMORZĄDNYCH ZWIĄZKÓW ZAWODOWYCH PRACOWNIKÓW ŁĄCZNOŚCI W POLSCE', 'FUNDACJA ""WSPARCIE""'"
"""FUNDACJA ""WYPOCZYNEK""""","Irena Nowak",""
"""FUNDACJA ""WYPOCZYNEK""""","Ryszard Kluba","'OGÓLNOPOLSKI ZWIĄZEK ZAWODOWY PRACOWNIKÓW TELEKOMUNIKACJI'"
"""ONTEX POLSKA""","Mustafa Tezel",""
"""ONTEX POLSKA""","Laurent Nielly",""
"""ONTEX POLSKA""","Arkadiusz Banaszek",""
"""KLUB SPORTOWY ""BOGO"" W SZCZECINIE""","Bogdan Godras","'SZCZECIŃSKIE TOWARZYSTWO SPORTU'"
"""KLUB SPORTOWY ""BOGO"" W SZCZECINIE""","Agnieszka Godras Kowalska",""
"""KLUB SPORTOWY ""BOGO"" W SZCZECINIE""","Lech Rychtarski",""
"""KLUB SPORTOWY ""BOGO"" W SZCZECINIE""","Andrzej Malutko","'ABM TRADING', 'NADMORSKI RAJ', 'K&W', 'NADRZECZE', 'AJM', 'REBUD DEWELOPER', 'AM&B', 'AMM', 'OK. DEWELOPER', 'GOSPODARSTWO ROLNE ""KISZONKA""', 'J & P'"
"""AFFLO""","Maria Babicka",""
"""AFFLO""","Piotr Babicki","'STOWARZYSZENIE ""JUGÓW SPORT PARK - POL-SKI-TEAM""', '""METRO-BIP"" RADIOWE SYSTEMY PRZYWOŁAWCZE'"
"""AFFLO""","Cezary Ziemiński",""
"""HEPO""","Patrycja Poteralska","'MAX - NET'"
"""ROGUM KABLE""","Mirosław Girsztoft",""
"""ROGUM KABLE""","Jarosław Rokita","'FUNDACJA JAROSŁAWA ROKITY'"
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Mirosława Ołdakowska Kufel",""
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Adam Biela","'ŚRODKOWOEUROPEJSKIE CENTRUM EKONOMII DZIAŁANIA SPOŁECZNEGO'"
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Marian Surdacki","'FUNDACJA DOBREGO SAMARYTANINA', 'WOJEWÓDZKA RADA TOWARZYSTW REGIONALNYCH W LUBLINIE', 'TOWARZYSTWO ZIEMI URZĘDOWSKIEJ'"
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Piotr Kulicki","'QUANTUM BLOCKCHAINS', 'STOWARZYSZENIE ARGDIAP', 'NEW ENGLISH SCHOOL'"
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Jadwiga Kuczyńska",""
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Magdalena Charzyńska Wójcik",""
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Urszula Paprocka Piotrowska","'PROF-EUROPE STOWARZYSZENIE NAUCZYCIELI JĘZYKA FRANCUSKIEGO'"
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Ewa Ziółek",""
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Zbigniew Wróblewski","'RUCH EKOLOGICZNY ŚW.FRANCISZKA Z ASYŻU', 'POLSKIE TOWARZYSTWO KOGNITYWISTYCZNE', 'FUNDACJA EOS'"
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Tadeusz Guz","'FUNDACJA ATENY ROZTOCZA: DEO, REGINAE POLONIAE ET PATRIAE'"
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Jerzy Flaga",""
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Czesław Krakowiak",""
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Ryszard Szyszka",""
"""TOWARZYSTWO NAUKOWE KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II""","Augustyn Eckmann",""
"""PAK KOPALNIA WĘGLA BRUNATNEGO KONIN""","Tobias Solorz","'EVIVA DRZEŻEWO', 'ELEKTROWNIE WIATROWE DOBRA', 'PORT PRASKI CITY II', 'PAK-PCE FOTOWOLTAIKA', 'FARMA WIATROWA PRZYRÓW', 'FARMA WIATROWA KAZIMIERZ BISKUPI', 'PAK-PCE POLSKI AUTOBUS WODOROWY', 'PORT PRASKI MEDICAL CENTER', 'PAK-PCE STACJE H2', 'PARK WIATROWY PAŁCZYN 1', 'MOBIEM', 'EXION HYDROGEN POLSKIE ELEKTROLIZERY', 'PAK CCGT', 'GREAT WIND', 'PAK-VOLT', 'PAK GÓRNICTWO', 'PAK-PCE BIOPALIWA I WODÓR', 'PGE PAK ENERGIA JĄDROWA', 'TMS SPARTACO', 'PRZEDSIĘBIORSTWO REMONTOWE ""PAK SERWIS""', 'PAK-POLSKA CZYSTA ENERGIA', 'INTERIA.PL', 'ASSECO POLAND', 'PORT PRASKI HOTEL', 'PORT PRASKI CITY', 'ZE PAK', 'NETIA', 'PORT PRASKI CITY III', 'PORT PRASKI II', 'PORT PRASKI CITY IV', 'PORT PRASKI EDUCATION', 'PORT PRASKI DOKI', 'PORT PRASKI MEDIA PARK', 'PORT PRASKI OFFICE PARK', 'PORT PRASKI DOKI II', 'PORT PRASKI', 'PORT PRASKI NOWE INWESTYCJE', 'INTERPHONE SERVICE', 'CYFROWY POLSAT', 'GRUPA INTERIA.PL', 'MOBIEM POLSKA', 'CPE', 'POLKOMTEL', 'FUNDACJA POLSAT', 'LIBERTY POLAND', 'POLKOMTEL BUSINESS DEVELOPMENT', 'POLSKIE NIERUCHOMOŚCI', 'PORT PRASKI INWESTYCJE', 'TELEWIZJA POLSAT'"
