"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"153","""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","spółka z ograniczoną odpowiedzialnością","Agnieszka Kłódkowska Cieślakiewicz","3176075",""
"153","""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","spółka z ograniczoną odpowiedzialnością","Maria Chomicz","767673",""
"153","""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","spółka z ograniczoną odpowiedzialnością","Andrzej Długołęcki","2179364",""
"153","""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","spółka z ograniczoną odpowiedzialnością","Dariusz Wasilewski","1299183","'ZURAD': '211833', 'FUNDACJA OBOWIĄZEK POLSKI': '614572', 'FUNDACJA INSTYTUT WIEDZA I ZDROWIE': '391968'"
"153","""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","spółka z ograniczoną odpowiedzialnością","Andrzej Olszewski","1509550",""
"153","""ZAKŁAD DOŚWIADCZALNY INSTYTUTU ZOOTECHNIKI PIB - KOŁBACZ""","spółka z ograniczoną odpowiedzialnością","Beata Osińska","152569","'FARMA FOTOWOLTAICZNA ŻABÓW': '995272', 'MARINA KAMIEŃ POMORSKI': '339118'"
"158","""KONTRADE""","spółka z ograniczoną odpowiedzialnością","Manfred Mnochy","2908831",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Ewa Supernak","257740",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Krystyna Matuszewska","257743",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Elżbieta Mądrowska","257739",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Alina Gaś","257742",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Alina Kunaszyk","1402262",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Sylwia Starzyk","1039518",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Marianna Sokal","1402249",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Jolanta Kijanka","1402256",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Anna Nowak","2908844",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Józef Salachna","2908847",""
"163","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRZY ""SPOŁEM"" JASTRZĘBSKIEJ SPÓŁDZIELNI SPOŻYWCÓW W JASTRZĘBIU ZDROJU""","związek zawodowy","Józef Łuczak","2908851",""
"166","""I.KA.S""","spółka z ograniczoną odpowiedzialnością","Wiktoria Łątka","2943461",""
"166","""I.KA.S""","spółka z ograniczoną odpowiedzialnością","Ismena Łątka","2736869","'PROCENTER': '885595'"
"166","""I.KA.S""","spółka z ograniczoną odpowiedzialnością","Przemysław Łątka","1297579","'PRZEMKAR': '65742'"
"166","""I.KA.S""","spółka z ograniczoną odpowiedzialnością","Bożena Łątka","507483",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Jarosław Car","2318046",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Anna Stefańczuk","2782838",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Joanna Miśko","2782839",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Monika Leciewicz Hryciuk","84689",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Maria Baluk","1235563","'STOWARZYSZENIE WSPIERANIA AKTYWNOŚCI NIEPEŁNOSPRAWNYCH INTELEKTUALNIE ""AKTYWNI""': '118993', 'STOWARZYSZENIE NA RZECZ PRZECIWDZIAŁANIA MARGINALIZACJI I WYKLUCZENIU SPOŁECZNEMU ""PRO FAMILIA""': '374183'"
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Anna Marczak","1402294",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Tomasz Lipka","1402282",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Andrzej Reszuta","1402303",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Jolanta Szyszło","1039520",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Anna Zaborska","697000",""
"168","""STOWARZYSZENIE POMOCY DZIECIOM Z PORAŻENIEM MÓZGOWYM ""JASNY CEL""""","stowarzyszenie","Grażyna Paszko Patej","816721","'AD ALIO': '327021'"
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Piotr Szyja","3176490",""
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Marian Franek","3176491",""
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Halina Leśniewicz","3176489",""
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Izabela Słupik","3176488",""
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Ireneusz Piontek","1402343","'JESTEM GŁOSEM TYCH, CO NIE MÓWIĄ': '570401'"
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Edward Swiers","2908884",""
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Antoni Chiżuk","2908887",""
"169","""MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY Z/S W ZARZĄDZIE DRÓG I SŁUŻB KOMUNALNYCH""","związek zawodowy","Mirosław Marzec","2908889",""
"170","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","samodzielny publiczny zakład opieki zdrowotnej","Wojciech Włoszczyński","1403682","'OCHOTNICZA STRAŻ POŻARNA W MIEDZIERZY': '19626'"
"170","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","samodzielny publiczny zakład opieki zdrowotnej","Agnieszka Grabarczyk","2754772",""
"170","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","samodzielny publiczny zakład opieki zdrowotnej","Grzegorz Wanat","2754774",""
"170","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","samodzielny publiczny zakład opieki zdrowotnej","Jerzy Duda","821395","'ZESPÓŁ OPIEKI ZDROWOTNEJ W KOŃSKICH': '2426', 'KLUB SPORTOWY SMYKÓW': '499194', 'STOWARZYSZENIE KRZEWIENIA KULTURY ""SMYKOVIA""': '463226', 'STOWARZYSZENIE PRODUCENTÓW PRODUKTÓW ROŚLINNYCH DO POZYSKIWANIA ENERGII W SMYKOWIE': '295888'"
"170","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","samodzielny publiczny zakład opieki zdrowotnej","Robert Krakowiak","93135","'OCHOTNICZA STRAŻ POŻARNA W PRZYŁOGACH': '20850'"
"170","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","samodzielny publiczny zakład opieki zdrowotnej","Andrzej Paluch","2754773","'STOWARZYSZENIE AKTYWNI DLA MIASTA I GMINY STĄPORKÓW': '1042791'"
"170","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GMINNY OŚRODEK ZDROWIA W SMYKOWIE""","samodzielny publiczny zakład opieki zdrowotnej","Grzegorz Piec","257092","'ZESPÓŁ OPIEKI ZDROWOTNEJ W KOŃSKICH': '2426', 'STOWARZYSZENIE ""PRZYJACIÓŁ GMINY SMYKÓW""': '278665'"
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Marek Kasperkowiak","1039529",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Leszek Figura","1402406",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Józef Oborski","1402416",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Arkadiusz Krobisz","1039528",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Mirosław Berger","1039531",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Tomasz Tworzewski","1402385",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Małgorzata Bezulska","1402399",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Jarosław Wrona","2908902",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Łukasz Reck","2908904",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Zbigniew Kwasiborski","2908907",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Arkadiusz Pruchniewski","2908913",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Marek Talik","2908900",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Marek Niemiec","2908909",""
"175","""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY KIEROWCÓW PRACOWNIKÓW PRZEDSIĘBIORSTWA KOMUNIKACJI SAMOCHODOWEJ W RYBNIKU""","związek zawodowy","Leszek Kluczniok","2908918",""
"177","""POLSKIE DREWNO""","spółka z ograniczoną odpowiedzialnością","Katarzyna Oćwieja","1115361",""
"177","""POLSKIE DREWNO""","spółka z ograniczoną odpowiedzialnością","Andrzej Oćwieja","1115359","'ADVIS': '557975', 'IT MANAGER': '479207'"
"179","""TREZORWINES""","spółka z ograniczoną odpowiedzialnością","Bogusław Marcinkowski","1401680","'KANDYD': '228350', 'TMM': '156324', 'MARBO PLUS': '2152'"
"179","""TREZORWINES""","spółka z ograniczoną odpowiedzialnością","Tomasz Marcinkowski","1402434","'KANDYD': '228350', 'TMM': '156324'"
"179","""TREZORWINES""","spółka z ograniczoną odpowiedzialnością","Maciej Marcinkowski","1115360","'KANDYD': '228350', 'TMM': '156324'"
"181","""TRANS-KURIER""","spółka z ograniczoną odpowiedzialnością","Alexander Zykov","2908945",""
"183","""SINDBAD""","spółka akcyjna","Elżbieta Drewienkowska","1402451",""
"183","""SINDBAD""","spółka akcyjna","Krzysztof Brdyś","413925",""
"183","""SINDBAD""","spółka akcyjna","Paweł Żak","1372625","'TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU': '19102', 'OGRODOWA - INWESTYCJE': '218215', 'PZU POMOC': '326045'"
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Stanisław Szwed","1402547",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Barbara Miczajka","1402538",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Danuta Bojczuk","1402474",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Mariola Mucha","1402490",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Ewa Jaworek","1402513",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Czesław Różański","1402518",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Agnieszka Schneider","1039530",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Edyta Wolnik","1039532",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Barbara Piwowarczyk","1039534",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Henryk Dreimol","1402480",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Franciszek Suchecki","1402531",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Monika Burda","1402506",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Joachim Wyleżych","1402500",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Henryk Bartoń","2908953",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Kazimierz Bojczuk","2908966",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Erna Libowska","2908970",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Monika Lenard","1402464",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Kazimierz Prokop","2908949",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Władysław Ruciński","2908959",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Adam Bojeś","2908964",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Jadwiga Kilowska","2908965",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Stefan Wojdała","2908967",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Leszek Ratyński","2908971",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Wiktor Gajewski","2908972",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Henryk Bindacz","2908956",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Reinhard Rzepka","2908962",""
"185","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW SGL CARBON POLSKA S.A. W RACIBORZU""","związek zawodowy","Grzegorz Sumiński","2908968",""
