"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"20017","""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","stowarzyszenie","Radosław Kamień","223693",""
"20017","""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","stowarzyszenie","Dariusz Kopońka","1376914",""
"20017","""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","stowarzyszenie","Jan Surówka","1376912",""
"20017","""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","stowarzyszenie","Władysław Głogowski","1376913","'COMPUDRAFT TOMASZ NAPIÓRKOWSKI, WŁADYSŁAW GŁOGOWSKI': '301062'"
"20017","""LUDOWY KLUB SPORTOWY ORLĘTA RUDAWA""","stowarzyszenie","Zbigniew Koźbiał","1376911",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Teresa Malesa","1021897",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Ryszard Kot","1376919","'TOWARZYSTWO ŚPIEWACZE ""ARION"" W ŚWIDNIKU': '175553'"
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Anna Mrozik","1376921",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Piotr Król","1376922",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Małgorzata Waryszak","1376923",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Danuta Walczak","1021896",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Urszula Szczepaniak","1125162","'SPOŁECZNA INICJATYWA SAMORZĄDOWA NA RZECZ ROZWOJU POWIATU ŚWIDNICKIEGO': '521787', 'STOWARZYSZENIE ""NIEOBOJĘTNI-RAZEM""': '229595'"
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Grażyna Pietraszko","1376924",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Jerzy Pawlak","1376925",""
"20020","""STOWARZYSZENIE ""BEZPIECZNY POWIAT ŚWIDNICKI""""","stowarzyszenie","Grażyna Nazarewicz","1376920",""
"20021","""MARKOS""","spółka z ograniczoną odpowiedzialnością","Szymon Koseski","371816",""
"20021","""MARKOS""","spółka z ograniczoną odpowiedzialnością","Piotr Chomontek","2932057",""
"20021","""MARKOS""","spółka z ograniczoną odpowiedzialnością","Grzegorz Marciniak","2499676",""
"20021","""MARKOS""","spółka z ograniczoną odpowiedzialnością","Cezary Koseski","1376928",""
"20021","""MARKOS""","spółka z ograniczoną odpowiedzialnością","Bernardyn Marciniak","1376926",""
"20023","""GAMM - BUD""","spółka z ograniczoną odpowiedzialnością","Mateusz Saładziak","3047634",""
"20023","""GAMM - BUD""","spółka z ograniczoną odpowiedzialnością","Piotr Andrzejewski","1376929","'KPMR INVEST': '884295', 'HYDROPRESS': '506296', 'I2M': '434002', 'BKF MYJNIE BEZDOTYKOWE': '262269'"
"20023","""GAMM - BUD""","spółka z ograniczoną odpowiedzialnością","Michał Andrzejewski","1376927",""
"20023","""GAMM - BUD""","spółka z ograniczoną odpowiedzialnością","Karolina Andrzejewska","1107083","'FUNDACJA ZDROWA GŁOWA': '1004356'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Aleksandra Koza","273527",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Michał Górczyk","273528",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Łukasz Koza","450315",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Krzysztof Golonka","1376935",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Zdzisław Golonka","1021900",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Lech Twaróg","1376933","'SPORTOVO': '496952'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Mirosław Twaróg","1376931","'ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE POWIATU LIMANOWSKIEGO': '48177', 'SPORTOVO': '496952'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Karol Golonka","1021899",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Jan Dudek","694520",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Wojciech Król","694525",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Andrzej Koza","694527",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Jerzy Kokot","1376932","'ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE POWIATU LIMANOWSKIEGO': '48177'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Ryszard Ewert","1376930","'ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE POWIATU LIMANOWSKIEGO': '48177'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Zdzisław Sułkowski","694522","'UCZNIOWSKI KLUB SPORTOWY ""PŁOMIEŃ"" LIMANOWA': '207978'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Dominik Bubula","694526",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Henryk Surma","1362840",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Marek Łątka","694518",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Marek Mrozek","694521","'OCHOTNICZA STRAŻ POŻARNA W ŁOSOSINIE GÓRNEJ': '24586'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Stanisław Golonka","694523","'BESKIDZKO-GORCZAŃSKIE STOWARZYSZENIE NARCIARSKIE': '528602'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Mateusz Kokot","694524",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Stanisław Puch","694528",""
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Antoni Golonka","694529","'OCHOTNICZA STRAŻ POŻARNA W ŁOSOSINIE GÓRNEJ': '24586'"
"20024","""LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" W LIMANOWEJ""","stowarzyszenie","Zygmunt Łątka","694531",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Mateusz Mrzygłód","2885754",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Wojciech Grygierczyk","1376936",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Łukasz Mrzygłód","232046",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Sławomir Gabryś","232042",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Łukasz Krawczyk","1021901",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Dawid Lazar","232041",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Andrzej Kaleta","232043",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Maciej Golasowski","232044",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Krzysztof Ochmanek","232048",""
"20025","""OCHOTNICZA STRAŻ POŻARNA W NOWEJ WSI.""","stowarzyszenie","Paweł Królicki","1376934",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Michał Kochan","2975908",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Zofia Kasperczyk","2975913",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Jolanta Wiktor","2975914",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Magdalena Wiktor","2975906",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Michał Dziubczyk","2393157",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Jan Białowąs","2975912",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Adam Madej","1376940",""
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Halina Kulbacka","1376939","'STOWARZYSZENIE KULTURALNO-EDUKACYJNE ""OTWARTE HORYZONTY""': '411572', 'MAŁOPOLSKIE TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ': '202223'"
"20026","""OGNISKO TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""LESKOWIEC"" W WADOWICACH""","stowarzyszenie","Jadwiga Żukowska","2883429",""
"20030","""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""MAX""""","spółka z ograniczoną odpowiedzialnością","Mieczysław Budny","1107085",""
"20032","""KLUB SPORTÓW WALKI ""TYGRYS""""","stowarzyszenie kultury fizycznej","Łukasz Wójcik","2975915",""
"20032","""KLUB SPORTÓW WALKI ""TYGRYS""""","stowarzyszenie kultury fizycznej","Sławomir Zborowski","3017064",""
"20032","""KLUB SPORTÓW WALKI ""TYGRYS""""","stowarzyszenie kultury fizycznej","Marco Cocchieri","3017062",""
"20032","""KLUB SPORTÓW WALKI ""TYGRYS""""","stowarzyszenie kultury fizycznej","Hieronim Kozakiewicz","1376943","'WARMIŃSKO-MAZURSKI OKRĘGOWY ZWIĄZEK BOKSERSKI': '108880'"
"20032","""KLUB SPORTÓW WALKI ""TYGRYS""""","stowarzyszenie kultury fizycznej","Damian Babojć","158550","'KOLEX KONSTRUKCJE': '959986'"
"20032","""KLUB SPORTÓW WALKI ""TYGRYS""""","stowarzyszenie kultury fizycznej","Bartłomiej Zabiełło","1048004","'METTAP': '514085'"
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Jakub Marek","2888344",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Kornelia Marek","2888343",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Tomasz Marek","2888345",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Wojciech Więzik","2888346",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Rafał Urbaniec","1376946",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Bartłomiej Przybyła","1021906",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Tomasz Przybyła","158558",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Marcin Strzelczyk","158559",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Tomasz Przybyła","1376951",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Tomasz Wątroba","1376948","'DUO BEST': '973562'"
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Robert Steczek","1376947",""
"20033","""OCHOTNICZA STRAŻ POŻARNA W SZCZYRKU""","stowarzyszenie","Krzysztof Kornaś","1376949",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Mateusz Jewuła","2975917",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Tomasz Bodura","2975922",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Damian Gurgul","2975925",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Paweł Mleczko","2975920",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Antoni Kmieć","2151011",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Józef Gurgul","360373",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Dominik Migda","2975919",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Łukasz Toboła","158541",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Grzegorz Zych","158547",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Józef Migda","158540",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Aleksander Bodura","158543",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Marcin Gurgul","360374","'GB KONSTRUKCJE': '824283'"
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Stanisław Stoszko","2883434",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Gerard Góral","2883437",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Zdzisław Smoleń","2883439",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Antoni Bodura","2883440",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Władysław Pabian","2883435",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Andrzej Mleczko","2883438",""
"20034","""OCHOTNICZA STRAŻ POŻARNA W DOŁACH""","stowarzyszenie","Jan Bodura","2883436",""
