"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"5007","""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","stowarzyszenie kultury fizycznej","Piotr Trześniewski","88440","'K.S. HETMAN ZAMOŚĆ': '962841'"
"5007","""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","stowarzyszenie kultury fizycznej","Marek Strenciwilk","88444","'K.S. HETMAN ZAMOŚĆ': '962841'"
"5007","""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","stowarzyszenie kultury fizycznej","Sylwester Dołba","88447","'STOWARZYSZENIE NA RZECZ ROZWOJU REHABILITACJI I POMOCY POSZKODOWANYM W WYPADKACH KOMUNIKACYJNYCH': '27592'"
"5007","""AUTONOMICZNA MŁODZIEŻOWA SEKCJA PIŁKI NOŻNEJ ""HETMAN"" ZAMOŚĆ""","stowarzyszenie kultury fizycznej","Artur Szewczuk","88441",""
"5008","""TEB POLSKA ELEMENTY BUDOWLANE""","spółka z ograniczoną odpowiedzialnością","Thomas Pollman","2897833",""
"5008","""TEB POLSKA ELEMENTY BUDOWLANE""","spółka z ograniczoną odpowiedzialnością","Jorg Pollman","2897835",""
"5008","""TEB POLSKA ELEMENTY BUDOWLANE""","spółka z ograniczoną odpowiedzialnością","Rudiger Schafer","2897836",""
"5008","""TEB POLSKA ELEMENTY BUDOWLANE""","spółka z ograniczoną odpowiedzialnością","Karl Pollman","2897834",""
"5009","""GENERAL LOGISTICS SYSTEMS POLAND""","spółka z ograniczoną odpowiedzialnością","Andrzej Wasielewski","1309827","'FORUM PRZEWOŹNIKÓW EKSPRESOWYCH': '56499'"
"5009","""GENERAL LOGISTICS SYSTEMS POLAND""","spółka z ograniczoną odpowiedzialnością","Marta Ludwiczak","133447",""
"5009","""GENERAL LOGISTICS SYSTEMS POLAND""","spółka z ograniczoną odpowiedzialnością","Tomasz Zwiercan","1365652",""
"5009","""GENERAL LOGISTICS SYSTEMS POLAND""","spółka z ograniczoną odpowiedzialnością","Gergely Farkas","2897850",""
"5010","""STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU""","stowarzyszenie","Andrzej Klyszcz","698171","'LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY': '5024'"
"5010","""STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU""","stowarzyszenie","Andrzej Waliszewski","698170","'KLUB SPORTOWY ROW RYBNIK': '594658'"
"5010","""STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU""","stowarzyszenie","Józef Mrowiec","698169",""
"5012","""RYTEX""","spółka z ograniczoną odpowiedzialnością","Albert Miernik","1116774","'NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ VICTODENT': '1046868', 'PRZYCHODNIA WETERYNARYJNA AVI-VET': '625143', 'ZAKŁADY PRZEMYSŁU WEŁNIANEGO ""TOMTEX""': '115692', 'GABINET WETERYNARYJNY AVI-MEDVET': '348925'"
"5012","""RYTEX""","spółka z ograniczoną odpowiedzialnością","Adam Miernik","1398652","'EKO STYL': '712723', 'ZAKŁADY PRZEMYSŁU WEŁNIANEGO ""TOMTEX""': '115692'"
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Danuta Solich","3060412",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Katharina Kreuzer","246364","'STARDUST POLSKA': '614701'"
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Grażyna Strózik","3060411",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Ewa Dorobisz","3060413",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Janusz Tytko","43083",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Artur Herud","43088","'STOWARZYSZENIE AKTYWNI DLA LEPSZEGO JUTRA': '1003601', 'ODLEWNIA RAFAMET': '159084'"
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Anna Glinka","1398658","'CENTRUM USŁUGOWE ""MENTOR""': '209820'"
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Piotr Michalak","1034461",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Joanna Muszała Ciałowicz","1398663",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Janina Wystub","1398655","'RYBNICKI UNIWERSYTET DZIECIĘCY': '620530', 'STOWARZYSZENIE MENEDŻEROWIE KULTURY': '424743', 'SON HOUSE GOSPEL BLUES SOCIETY': '355156', 'STOWARZYSZENIE NAUCZYCIELI OLIMPIJSKICH': '99980'"
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Adela Nowak","1398656",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Henryk Kopel","698172",""
"5013","""STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ I LICEUM OGÓLNOKSZTAŁCĄCEGO IM.JANA KASPROWICZA W RACIBORZU""","stowarzyszenie","Grażyna Kowalska","1034462",""
"5014","""TOWARZYSTWO PRZYJACIÓŁ TRANSPORTOWCÓW Z SIEDZIBĄ W GLIWICACH""","stowarzyszenie","Tadeusz Olejnik","2897843",""
"5014","""TOWARZYSTWO PRZYJACIÓŁ TRANSPORTOWCÓW Z SIEDZIBĄ W GLIWICACH""","stowarzyszenie","Józef Lis","2897844",""
"5014","""TOWARZYSTWO PRZYJACIÓŁ TRANSPORTOWCÓW Z SIEDZIBĄ W GLIWICACH""","stowarzyszenie","Piotr Wiśniowski","2897842",""
"5015","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","samodzielny publiczny zakład opieki zdrowotnej","Agnieszka Wiśniewska","1734329",""
"5015","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","samodzielny publiczny zakład opieki zdrowotnej","Sylwia Kubiak","194176","'STOWARZYSZENIE NA RZECZ ROZWOJU GMINY DOBRE ""PROMYK NADZIEI""': '299489'"
"5015","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","samodzielny publiczny zakład opieki zdrowotnej","Grzegorz Piasecki","1529894","'STOWARZYSZENIE ROZWOJU MIASTA I GMINY PIOTRKÓW KUJAWSKI': '220588'"
"5015","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","samodzielny publiczny zakład opieki zdrowotnej","Marta Szmajdzińska","594241",""
"5015","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","samodzielny publiczny zakład opieki zdrowotnej","Krzysztof Rosiński","360029",""
"5015","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","samodzielny publiczny zakład opieki zdrowotnej","Jarosław Kołtuniak","594262","'STOWARZYSZENIE GMIN I POWIATU OBSZARU PROWADZENIA POLITYKI TERYTORIALNEJ RADZIEJOWA': '1000097'"
"5015","""SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ""","samodzielny publiczny zakład opieki zdrowotnej","Włodzimierz Gorzycki","594245","'STOWARZYSZENIE ""FORUM SAMORZĄDOWE""': '257041'"
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Agnieszka Bednarek Bohdziewicz","2977389",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Hieronim Chojnacki","2299319",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Szymon Dąbrowski","1574654",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Ludwik Kostro","1574655",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Jan Grzanka","1146596","'POLSKIE TOWARZYSTWO SZEKSPIROWSKIE': '108824', 'AMALTEJA': '742209', 'SWING': '282828', 'TOWARZYSTWO INWESTYCYJNE-MAISON': '206012'"
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Zbyszek Dymarski","1398664","'FUNDACJA NA RZECZ BADAŃ INTERDYSCYPLINARNYCH': '914065'"
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Grzegorz Graff","698174",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Bernhard Bach","698177",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Andrzej Kowalczyk","698173",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Zdzisław Kropidłowski","698175",""
"5018","""POMORSKIE TOWARZYSTWO FILOZOFICZNO-TEOLOGICZNE W GDAŃSKU""","stowarzyszenie","Wojciech Zieliński","698176",""
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Krzysztof Eliasz","1204555","'GMINNY LUDOWY KLUB SPORTOWY ""ZORZA-TEMPO"" PACANÓW': '37015'"
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Piotr Wąsowicz","1187775",""
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Stanisław Klimczak","92507","'OCHOTNICZA STRAŻ POŻARNA W GNOJNIE': '26218'"
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Stanisław Krzak","1441867",""
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Teresa Krupska","2500888",""
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Jerzy Kolarz","1472539","'ZWIĄZEK POWIATÓW POLSKICH': '94303'"
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Jan Bartosik","1551139",""
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Jerzy Kordos","1573861",""
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Roman Duda","1098213",""
"5019","""ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU""","samodzielny publiczny zakład opieki zdrowotnej","Zbigniew Zioło","1573862",""
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Kazimierz Więcko","1097186","'WARMIŃSKO-MAZURSKI ZWIĄZEK HODOWCÓW BYDŁA MLECZNEGO': '238320'"
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Józef Kwas","1196165","'ZWIĄZEK WARMIŃSKICH I MAZURSKICH ROLNIKÓW W OLSZTYNIE': '154290'"
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Mieczysław Aszkiełowicz","924046","'WARMIŃSKO - MAZURSKI ZWIĄZEK HODOWCÓW KONI W OLSZTYNIE': '4216', 'FUNDACJA EKOLOGICZNA NASZA ZIEMIA': '171841'"
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Tadeusz Spychała","698180",""
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Janusz Hendzel","1316158","'LOKALNA ORGANIZACJA TURYSTYCZNA ZIEMI OLECKIEJ': '304671', 'STOWARZYSZENIE LOKALNA GRUPA DZIAŁANIA ""LIDER W EGO""': '251950', 'STOWARZYSZENIE AGROTURYSTYCZNE ""MAZURSKA KRAINA""': '52104', 'ZRZESZENIE PRODUCENTÓW MLEKA W GIŻACH': '23563'"
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Krzysztof Szyłak","698179","'ZRZESZENIE PRODUCENTÓW MLEKA W GIŻACH': '23563'"
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Zbigniew Mamryk","1097150","'WARMIŃSKO-MAZURSKI ZWIĄZEK HODOWCÓW BYDŁA MLECZNEGO': '238320'"
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Lucjan Tłoczkowski","698178",""
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Jan Grubalski","698181","'SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""ROLNIK""': '68750'"
"5023","""WARMIŃSKO-MAZURSKI ZWIĄZEK PRODUCENTÓW MLEKA""","rolnicze zrzeszenie branżowe","Marian Szkamelski","1345526","'STOWARZYSZENIE KLUB SPORTOWY GKS-LZS-WIKIELEC': '503532', 'WARMIŃSKO - MAZURSKIE ZRZESZENIE ""LUDOWE ZESPOŁY SPORTOWE""': '99050', 'WARMIŃSKO-MAZURSKI ZWIĄZEK PIŁKI NOŻNEJ': '86043', 'SPÓŁDZIELNIA ROLNICZO - USŁUGOWO - HANDLOWA W IŁAWIE Z/S W RUDZIENICACH': '166156', 'BANK SPÓŁDZIELCZY W IŁAWIE': '125924', 'GMINNE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE W IŁAWIE': '37210', 'STOWARZYSZENIE WSPIERANIA WSI Z SIEDZIBĄ W IŁAWIE': '35475'"
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Grzegorz Choroba","2453433",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Kacper Kałusek","3197896",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Aleksander Szweda","3197897",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Justyna Warło","3197895",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Artur Cnota","923405",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Łukasz Kozik","641380","'KLUB SPORTOWY ""ROW 1964 RYBNIK""': '169196', 'STOWARZYSZENIE KIBICÓW ""ZIELONO-CZARNY ROW RYBNIK""': '279615'"
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Marek Warło","2453430",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Andrzej Klyszcz","698171","'STOWARZYSZENIE ZIEMI RYBNICKIEJ - REGION Z SIEDZIBĄ W RYBNIKU': '5010'"
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Zbigniew Klimsza","2453428",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Przemysław Warło","2453426",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Zygmunt Jeszka","698182",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Werner Donga","698183",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Krystian Witkowski","698185",""
"5024","""LUDOWY KLUB SPORTOWY ""ZAMECZEK-CZERNICA"" W CZERNICY""","stowarzyszenie kultury fizycznej","Józef Pawełek","698184",""
"5029","""ZIELEŃ MIEJSKA""","spółka z ograniczoną odpowiedzialnością","Kamil Stubba","817363","'BRATON': '684304', 'VOKATO': '600352'"
"5029","""ZIELEŃ MIEJSKA""","spółka z ograniczoną odpowiedzialnością","Anna Stubba Dey","227354","'SALEZONE': '1077769', 'LEMON STORE': '946585'"
"5029","""ZIELEŃ MIEJSKA""","spółka z ograniczoną odpowiedzialnością","Sabina Stubba Wolska","227356",""
"5029","""ZIELEŃ MIEJSKA""","spółka z ograniczoną odpowiedzialnością","Zbigniew Stubba","1398666",""
"5031","""DELTA ADAMSKI, SOŁTYSIK, SAWCZUK""","spółka jawna","Krzysztof Sołtysik","1116780",""
"5031","""DELTA ADAMSKI, SOŁTYSIK, SAWCZUK""","spółka jawna","Piotr Adamski","1116783",""
"5031","""DELTA ADAMSKI, SOŁTYSIK, SAWCZUK""","spółka jawna","Kazimierz Sawczuk","1122429",""
"5032","""PRZEDSIĘBIORSTWO ""TANK""""","spółka z ograniczoną odpowiedzialnością","Justyna Konofal","1398667",""
"5032","""PRZEDSIĘBIORSTWO ""TANK""""","spółka z ograniczoną odpowiedzialnością","Dariusz Konofal","1116781",""
"5032","""PRZEDSIĘBIORSTWO ""TANK""""","spółka z ograniczoną odpowiedzialnością","Grzegorz Konofal","1116782",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Justyna Kudelska","2555886","'KOJZKI KOLEKTYW ARTYSTYCZNY': '846015', 'STOWARZYSZENIE KOZIANKI': '792901'"
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Piotr Kubiczek","1034469",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Krzysztof Mleczko","1398672",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Mirosław Kaczor","1398671",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Czesław Banet","1398668",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Leszek Szlosek","698186",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Bartosz Hołowka","1055795",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Roman Bednarczyk","698188",""
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Bogusław Nycz","1398670","'TIN TOURS': '118538'"
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Jan Hołowka","698187","'STOWARZYSZENIE KRZEWIENIA KULTURY MUZYCZNEJ KÓZ I OKOLIC IM. JANA LASZCZAKA': '415121'"
"5037","""STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI GMINY KOZY""","stowarzyszenie","Zbigniew Łopadczak","1034465",""
"5039","""KASSO""","spółka z ograniczoną odpowiedzialnością","Luong Tran Ngoc","2897856",""
"5039","""KASSO""","spółka z ograniczoną odpowiedzialnością","Robert Tyrek","1398677",""
"5041","""MEDIA HOUSE POLSKA""","spółka z ograniczoną odpowiedzialnością","Janusz Kacprowicz","1398673","'MUVI ENTERTAINMENT GROUP': '181055'"
"5043","""PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE ""UNICAR"" SPÓŁKA JAWNA WŁODZIMIERZ I DOROTA JAGUŚCIK ZAKŁAD PRACY CHRONIONEJ.""","spółka jawna","Dorota Jaguścik","1116784",""
"5043","""PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE ""UNICAR"" SPÓŁKA JAWNA WŁODZIMIERZ I DOROTA JAGUŚCIK ZAKŁAD PRACY CHRONIONEJ.""","spółka jawna","Włodzimierz Jaguścik","1116785",""
"5045","""ZAKŁAD NAPRAWY ŚRODKÓW TRANSPORTU-ROMAN POLAK, MARIAN WOLBRECHT, CEZARY ŻBIK""","spółka jawna","Cezary Żbik","1116788",""
"5045","""ZAKŁAD NAPRAWY ŚRODKÓW TRANSPORTU-ROMAN POLAK, MARIAN WOLBRECHT, CEZARY ŻBIK""","spółka jawna","Roman Polak","1116786","'PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE PERFEKT ROMAN POLAK I TERESA POLAK': '75807'"
"5045","""ZAKŁAD NAPRAWY ŚRODKÓW TRANSPORTU-ROMAN POLAK, MARIAN WOLBRECHT, CEZARY ŻBIK""","spółka jawna","Marian Wolbrecht","1116787","'STOWARZYSZENIE PRZYJACIÓŁ CHÓRU MĘSKIEGO ECHO W TCZEWIE': '257368'"
"5047","""KANTOR WYMIANY WALUT ""GENIUSS-BIAŁOŻYT""""","spółka jawna","Krzysztof Białożyt","1116792",""
"5047","""KANTOR WYMIANY WALUT ""GENIUSS-BIAŁOŻYT""""","spółka jawna","Maria Białożyt","1116790","'ARSAN': '10020'"
"5050","""ADVISER""","spółka z ograniczoną odpowiedzialnością","Dorota Demków","479374","'ADVISER EWA DEMKÓW': '550695'"
"5050","""ADVISER""","spółka z ograniczoną odpowiedzialnością","Emilia Zusin","1116796","'ADVISER EWA DEMKÓW': '550695'"
